sno,title,summary,link,pub_date,topic
49,Chicago Bulls all-time roster: See which legends made the cut,"As part of celebrating their 75th anniversary, the NBA is releasing a list of the greatest 75 players of all-time, which they're calling NBA 75.

In honor of NBA 75, we have put together a similar list — the Chicago Bulls all-time roster. The roster is made up of the most important 15 players and three coaches in Bulls history, starting from 1966 to present day.

Now, for players like Dwyane Wade, who are undeniable Hall of Famers, don't fit the bill of making the all-time roster for the Bulls with playing such small stints with the franchise.",https://sports.yahoo.com/chicago-bulls-time-roster-see-225925691.html,18-10-2021 22:59,sport
50,Evaluating the Intertwined Relationships of the Drivers for University Technology Transfer,"This is an early access version, the complete PDF, HTML, and XML versions will be available soon.


Open AccessArticle by
 


Department of International Business, Tamkang University, New Taipei City 251301, Taiwan



Academic Editors: Tobias Meisen and Ricardo Colomo-Palacios

Appl. Sci. 2021, 11(20), 9668; https://doi.org/10.3390/app11209668 (registering DOI)


Received: 10 September 2021 / Revised: 8 October 2021 / Accepted: 14 October 2021 / Published: 16 October 2021



Download PDF

Citation Export

 BibTeX

EndNote

RIS

Cite This Paper


 

Universities are the best places to gather knowledge and innovation, but the basis of technological development lies in talented R&D personnel who provide services to enterprise R&D activities, research institutions, and universities.",https://www.mdpi.com/2076-3417/11/20/9668,16-10-2021 00:00,science
51,"Autonomous Navigation Technology Market Size, Revenue, Demand, Major Regions, Acquisitions Landscape, Current Trends, and Forecast 2026","The MarketWatch News Department was not involved in the creation of this content. Oct 20, 2021 (The Expresswire) --
""Final Report will add the analysis of the impact of COVID-19 on this industry.""Global'Autonomous Navigation Technology Market'presents in-depth analysis of the drivers and restraints impacting the overall market. Analysts have studied the key trends defining the trajectory of the market. The research report also includes an assessment of the achievements made by the players in the global Autonomous Navigation Technology market so far.",https://www.marketwatch.com/press-release/autonomous-navigation-technology-market-size-revenue-demand-major-regions-acquisitions-landscape-current-trends-and-forecast-2026-2021-10-20,20-10-2021 06:30,news
52,There is no YouTube Filter; It's AudibleMagic – TechCrunch,"After months of intense and very public debate, closely tied to the Google acquisition, YouTube is reported to have licensed copyright filtering technology from AudibleMagic. The San Jose Mercury News cites two unnamed sources as saying that Google will soon unveil filtering technology for YouTube from the leading third party filtering provider, Audible Magic.
What does this mean? It means that the months of assurances that YouTube had copyright filtering technology in development and about to be implemented were either a ruse to buy time or a failed effort that has collapsed under pressure today.",https://techcrunch.com/2007/02/22/there-is-no-youtube-filter-its-audiblemagic/,16-10-2021 15:43,news
53,How Technology Changed Communication — Pros and Cons,"Photo from UnsplashOriginally Posted On: https://www.rosiinc.com/blog/how-technology-changed-communication-pros-and-cons/I remember when I was issued company email in the mid 90s. It went a little something like ths: someone would call me on the phone to inform me that they sent me an email, and then I'd wait in my office cubicle staring a hole into my computer screen until it showed up. Sometimes information would arrive by fax; most of the time followed up with a phone call to explain in more detail the purpose of the communication.",https://medium.com/@TechBreaker/how-technology-changed-communication-pros-and-cons-6401cb82999e,17-10-2021 03:26,entertainment
54,The pitch deck for Trump's new media venture teases a 'conservative media universe' meant to rival the mainstream,"Trump launched his new Twitter copycat TRUTH after being booted from mainstream social platforms for violating their policies. Trump Media & Technology Group Corp.

Trump is rolling out a Twitter-like social app called TRUTH.

The app is part of a larger company that aims to create a media ecosystem free of ""liberal bias.""

The firm, TMTG, wants to become a ""media powerhouse"" to take on the streaming and news companies.

Former President Donald Trump is forging yet another attack on what he and other conservatives say is mainstream media's crusade to censor them.",https://news.yahoo.com/pitch-deck-trumps-media-venture-194214347.html,21-10-2021 19:42,news
55,Global Broadcast and Media Technology Market Size to 2027,"Pune, Oct. 20, 2021 (GLOBE NEWSWIRE) -- ""Final Report will add the analysis of the impact of COVID-19 on this industry.""

The global 'Broadcast and Media Technology Market' 2021-2027 study provides critical information related to the global, regional and top players including Broadcast and Media Technology market share analysis, winning strategies, recent developments, and financial planning. Besides providing information regarding the key players in the Broadcast and Media Technology market, the study also recalibrates, the impact of macroeconomic and microeconomic factors that has the potential to impact the growth of the Broadcast and Media Technology market.",https://www.globenewswire.com/news-release/2021/10/20/2317374/0/en/Global-Broadcast-and-Media-Technology-Market-Size-to-2027-Analysis-By-Upcoming-Trends-and-Challenges-Industry-Revenue-Growth-Factors-Future-Strategic-Planning-Key-Vendors-Market-Co.html,20-10-2021 12:05,news
56,Rackspace Technology Appoints Shashank Samant to Board of Directors,"SAN ANTONIO, Oct. 19, 2021 (GLOBE NEWSWIRE) -- Rackspace Technology® (NASDAQ: RXT), a leading end-to-end multicloud technology solutions company, today announced the appointment of Shashank Samant to its board of directors, effective as of October 18, 2021. ""Shashank has extensive global technology services industry experience and brings a passion for technology and innovation to Rackspace Technology,' said Kevin Jones, Director and CEO, Rackspace Technology. 'We are truly fortunate to have him join the board, and I am looking forward to working with him.",https://www.globenewswire.com/news-release/2021/10/19/2316890/0/en/Rackspace-Technology-Appoints-Shashank-Samant-to-Board-of-Directors.html,19-10-2021 20:45,news
57,Reynolds' Jit Papneja accepted into Forbes Technology Council,"I am elated to join this group of esteemed technology leaders. Reynolds' mission is to create A Better Tomorrow™ and technology plays a critical role in that WINSTON-SALEM, N.C. (PRWEB) October 17, 2021 Jit Papneja, Vice President, Data Analytics for the Reynolds American group of companies ('Reynolds'), has been accepted into Forbes Technology Council, an invitation-only community for world-class CIOs, CTOs, and technology executives Jit was vetted and selected by a review committee based on the depth and diversity of data analytics experience.",https://www.prweb.com/releases/reynolds_jit_papneja_accepted_into_forbes_technology_council/prweb18269052.htm,17-10-2021 00:00,tech
58,BeLive Technology appoints FTAG Ventures as Venture Builder to accelerate expansion,"BeLive Technology appoints FTAG Ventures as Venture Builder to accelerate expansion in the hypergrowth live streaming industry

SINGAPORE, Oct. 19, 2021 /PRNewswire/ -- Live streaming solutions provider BeLive Technology has announced it has appointed FTAG Ventures as Venture Builder to help accelerate the company's expansion in the live streaming industry, as it looks to enter the US market in early 2022.

BeLive Technology is the leading provider of live streaming solutions in Southeast Asia and has powered solutions to brands such as Zalora, Valiram Group, Rakuten Group, and Bukalapak.",https://finance.yahoo.com/news/belive-technology-appoints-ftag-ventures-125300785.html,19-10-2021 12:53,gaming
59,International Game Technology PLC (NYSE:IGT) Is About To Turn The Corner,"International Game Technology PLC (NYSE:IGT) is possibly approaching a major achievement in its business, so we would like to shine some light on the company. International Game Technology PLC operates and provides gaming technology products and services worldwide. The US$6.0b market-cap company posted a loss in its most recent financial year of US$939m and a latest trailing-twelve-month loss of US$428m shrinking the gap between loss and breakeven. As path to profitability is the topic on International Game Technology's investors mind, we've decided to gauge market sentiment.",https://www.nasdaq.com/articles/international-game-technology-plc-nyse%3Aigt-is-about-to-turn-the-corner-2021-10-16,16-10-2021 10:45,news
60,US Sports Technology Market Research Report (2021 to 2026),"October 22, 2021 09:50 AM Eastern Daylight Time DUBLIN--(BUSINESS WIRE)--The ""Sports Technology Market Research Report by Technology (Device, eSports, and Smart Stadium), by Sports Types (American Football/Rugby, Baseball, and Basketball), by State - United States Forecast to 2026 - Cumulative Impact of COVID-19"" report has been added to ResearchAndMarkets.com's offering.



The United States Sports Technology Market size was estimated at USD 2,259.44 million in 2020 and expected to reach USD 2,796.",https://www.businesswire.com/news/home/20211022005306/en/US-Sports-Technology-Market-Research-Report-2021-to-2026---by-Technology-Sports-Types-and-State---ResearchAndMarkets.com,22-10-2021 13:50,tech
61,US Sports Technology Market Research Report (2021 to 2026),"DUBLIN, October 22, 2021--(BUSINESS WIRE)--The ""Sports Technology Market Research Report by Technology (Device, eSports, and Smart Stadium), by Sports Types (American Football/Rugby, Baseball, and Basketball), by State - United States Forecast to 2026 - Cumulative Impact of COVID-19"" report has been added to ResearchAndMarkets.com's offering.

The United States Sports Technology Market size was estimated at USD 2,259.44 million in 2020 and expected to reach USD 2,796.81 million in 2021, at a CAGR 20.",https://finance.yahoo.com/news/us-sports-technology-market-research-135000436.html,22-10-2021 13:50,news
62,"WM Technology, Inc. Announces Third Quarter 2021 Financial Results Conference Call","October 21, 2021 04:15 PM Eastern Daylight Time IRVINE, Calif.--(BUSINESS WIRE)--WM Technology, Inc. ('WM Technology' or the 'Company') (Nasdaq: MAPS), a leading technology and software infrastructure provider to the cannabis industry, today announced it will report financial results for its third quarter ended September 30, 2021 after market close on Thursday, November 11, 2021. Management will host a conference call and webcast to discuss the Company's financial results at 2:00 p.m. Pacific Time (or 5:00 p.",https://www.businesswire.com/news/home/20211021005996/en/WM-Technology-Inc.-Announces-Third-Quarter-2021-Financial-Results-Conference-Call,21-10-2021 20:15,news
63,Singapore Defence Technology Summit 2021 Taps ARHT Media's HoloPresence Technology,"Heidi Shyu, Under Secretary of Defense for Research and Engineering, United States Department of Defense (DoD) appears as a live hologram thanks to ARHT Media's HoloPresence technology

Heidi Shyu, Under Secretary of Defense for Research and Engineering, United States Department of Defense (DoD) appears as a live hologram thanks to ARHT Media's HoloPresence technology. Heidi Shyu was appearing for her keynote at the Singapore Defence Technology Summit 2021 and was beamed from Washington DC.

Heidi Shyu, Under Secretary of Defense for Research and Engineering, United States Department of Defense (DoD) appears as a live hologram thanks to ARHT Media's HoloPresence technology.",https://finance.yahoo.com/news/singapore-defence-technology-summit-2021-123000954.html,18-10-2021 12:30,news
64,AUKUS essentially a ‘defence industry and technology information sharing arrangement',"Former defence department secretary Dennis Richardson says AUKUS is essentially a 'defence industry and technology information sharing arrangement'. Speaking with Sky News Australia, Mr Richardson said AUKUS is 'particularly important' because it brings together Australia, the US and the UK. 'It is not an alliance as a lot of commentators refer to it.'It is not a pact. 'It is essentially a defence industry and technology information sharing arrangement.'",https://www.news.com.au/national/aukus-essentially-a-defence-industry-and-technology-information-sharing-arrangement/video/5d5aff920963d14e0d42936aa3f4a3c1,17-10-2021 08:17,news
65,US Sports Technology Market Research Report (2021 to 2026),"Press release content from Business Wire. The AP news staff was not involved in its creation.

US Sports Technology Market Research Report (2021 to 2026) - by Technology, Sports Types and State - ResearchAndMarkets.com

Press release content from Business Wire. The AP news staff was not involved in its creation.

DUBLIN--(BUSINESS WIRE)--Oct 22, 2021--

The 'Sports Technology Market Research Report by Technology (Device, eSports, and Smart Stadium), by Sports Types (American Football/Rugby, Baseball, and Basketball), by State - United States Forecast to 2026 - Cumulative Impact of COVID-19' report has been added to ResearchAndMarkets.",https://apnews.com/press-release/business-wire/technology-business-united-states-408f4b6fe56444b6b3b55cb8b3faec72,22-10-2021 13:50,tech
66,Green Energy Technology,"This is an early access version, the complete PDF, HTML, and XML versions will be available soon.


Open AccessEditorial by
 1,2,3,*, 4,5,*, 6,* and 7,* 


1
Department of Aeronautics and Astronautics, National Cheng Kung University, Tainan 701, Taiwan


2
Research Center for Smart Sustainable Circular Economy, Tunghai University, Taichung 407, Taiwan


3
Department of Mechanical Engineering, National Chin-Yi University of Technology, Taichung 411, Taiwan


4
Centre for Green Technology, Faculty",https://www.mdpi.com/1996-1073/14/20/6842,19-10-2021 00:00,science
67,What Is Artificial Intelligence Technology In Mobile Phones?,"What Is Artificial Intelligence Technology In Mobile Phones? Tech Journal ·Just now

Let's take a look at what is AI technology in mobile. What is AI technology in mobile? What are the different types of AI technology that will be used in mobile devices? Are there any AI-powered smartphones shortly?

Read More @ https://bit.ly/3DWTEZI",https://medium.com/@techjournal.info/what-is-artificial-intelligence-technology-in-mobile-phones-31bcf109fa55,22-10-2021 12:55,entertainment
68,"Rackspace Technology to Announce Third Quarter 2021 Earnings on Monday, November 15, 2021","SAN ANTONIO, Oct. 21, 2021 (GLOBE NEWSWIRE) -- Rackspace Technology® (NASDAQ: RXT), a leading end-to-end multicloud technology solutions company, today announced that it will release its third quarter 2021 financial results after the market closes on Monday, November 15, 2021. Kevin Jones, Chief Executive Officer, and Amar Maletira, President and Chief Financial Officer, will also host a conference call on the day of the release (November 15, 2021) at 5:00 PM ET to discuss the Company's financial results.",https://finance.yahoo.com/news/rackspace-technology-announce-third-quarter-211200574.html,21-10-2021 21:12,finance
69,"Rackspace Technology to Announce Third Quarter 2021 Earnings on Monday, November 15, 2021","SAN ANTONIO, Oct. 21, 2021 (GLOBE NEWSWIRE) -- Rackspace Technology® (NASDAQ: RXT), a leading end-to-end multicloud technology solutions company, today announced that it will release its third quarter 2021 financial results after the market closes on Monday, November 15, 2021. Kevin Jones, Chief Executive Officer, and Amar Maletira, President and Chief Financial Officer, will also host a conference call on the day of the release (November 15, 2021) at 5:00 PM ET to discuss the Company's financial results.",https://www.globenewswire.com/news-release/2021/10/21/2318830/0/en/Rackspace-Technology-to-Announce-Third-Quarter-2021-Earnings-on-Monday-November-15-2021.html,21-10-2021 21:45,news
70,"The Contribution of Outward Foreign Direct Investment, Human Well-Being, and Technology toward a Sustainable Environment","This is an early access version, the complete PDF, HTML, and XML versions will be available soon.


Open AccessArticle by
 1, 2 and 1,* 


1
School of Economics & Finance, Xi'an Jiaotong University, Xi'an 710061, China


2
Department of Economics, Government College University, Faisalabad 38040, Pakistan


*
Author to whom correspondence should be addressed. 



Academic Editor: Bruce Morley

Sustainability 2021, 13(20), 11430; https://doi.org/10.3390/su132011430 (registering DOI)


Received: 12 August 2021 / Revised: 8 October 2021 / Accepted: 12 October 2021 / Published: 16 October 2021



Download PDF

Citation Export

 BibTeX

EndNote

RIS

Cite This Paper


 

This study evaluates the impact of outward foreign direct investment (OFDI), human well-being, and other macro indicators of the public sector on carbon footprint.",https://www.mdpi.com/2071-1050/13/20/11430,16-10-2021 00:00,science
71,Golden Grail Technology Corp Signs Contract Packing Agreement for Spider Energy Product Line With South African Based Cannergy International Inc.,"WESTON, Fla., Oct. 19, 2021 /PRNewswire/ -- Golden Grail Technology (OTC Markets: (GOGY) — a beverage brand house specializing in technology driven brand development, has announced the partnership with Cannergy International Inc. for the production of Spider Energy Products. 
The agreement was formalized September 1st, 2021 and focuses on the relaunch of the 4 pillar Spider Energy Products including: Spider Energy Mimic, Mimi Zero, Citrus Bite, and Citrus Bite Zero. 
""Cannergy International is ecstatic about our association with Golden Grail Technology and the Spider brand"", says Anthony Smith head of Cannergy International.",https://www.prnewswire.com/news-releases/golden-grail-technology-corp-signs-contract-packing-agreement-for-spider-energy-product-line-with-south-african-based-cannergy-international-inc-301402878.html,19-10-2021 12:30,news
72,CIO Leadership: How a ‘Trust and Inspire' Leadership Model That Fosters Collaboration and Innovation Will Drive the Discussion at the In-Person 2021 HMG Live! Silicon Valley Global Innovation Summit on October 29,"WESTPORT, Conn., Oct. 21, 2021 (GLOBE NEWSWIRE) -- HMG Strategy, the World's #1 digital platform for enabling technology executives to reimagine the enterprise and reshape the business world, is excited to be hosting its 2021 HMG Live! Silicon Valley Global Innovation Summit in-person on October 29 at the Hotel Nia in Menlo Park, CA. HMG Strategy's highly interactive events bring together the world's most distinguished and innovative business technology leaders to discuss the most pressing leadership, strategic, cultural, technology and career challenges and opportunities that they face today – and into the future.",https://www.globenewswire.com/news-release/2021/10/21/2318575/0/en/CIO-Leadership-How-a-Trust-and-Inspire-Leadership-Model-That-Fosters-Collaboration-and-Innovation-Will-Drive-the-Discussion-at-the-In-Person-2021-HMG-Live-Silicon-Valley-Global-Inn.html,21-10-2021 15:30,news
73,CIO Leadership: How a ‘Trust and Inspire' Leadership Model That Fosters Collaboration and ...,"WESTPORT, Conn., Oct. 21, 2021 (GLOBE NEWSWIRE) -- HMG Strategy, the World's #1 digital platform for enabling technology executives to reimagine the enterprise and reshape the business world, is excited to be hosting its 2021 HMG Live! Silicon Valley Global Innovation Summit in-person on October 29 at the Hotel Nia in Menlo Park, CA. HMG Strategy's highly interactive events bring together the world's most distinguished and innovative business technology leaders to discuss the most pressing leadership, strategic, cultural, technology and career challenges and opportunities that they face today – and into the future.",http://globenewswire.com/,21-10-2021 15:09,news
74,CIO Leadership: How a ‘Trust and Inspire' Leadership Model That Fosters Collaboration and Innovation Will Drive the Discussion at the In-Person 2021 HMG Live! Silicon Valley Global Innovation Summit o,"CIOs, CISOs and business technology executives at this event will also share how they are applying security innovation to help tackle the evolving threat landscape

Attend the In-Person 2021 HMG Live! Silicon Valley Global Innovation Summit

Come join the top CIOs and industry executives in Silicon Valley as we explore how a 'Trust and Inspire' leadership style can fuel employee collaboration and innovation.

Come join the top CIOs and industry executives in Silicon Valley as we explore how a 'Trust and Inspire' leadership style can fuel employee collaboration and innovation.",https://finance.yahoo.com/news/cio-leadership-trust-inspire-leadership-150900678.html,21-10-2021 15:09,finance
75,"Caesars Entertainment, Inc. Appoints Sandra Douglass Morgan to Board of Directors","LAS VEGAS and RENO, Nev., Oct. 22, 2021 /PRNewswire/ -- Caesars Entertainment, Inc. (NASDAQ: CZR) today announced the appointment of Sandra Douglass Morgan to its Board of Directors, effective November 7, 2021, and subject to required regulatory approvals. Morgan, an attorney, is the past chairwoman of the Nevada Gaming Control board and the first African American to serve as chair.

(PRNewsfoto/Caesars Entertainment Inc.)

Caesars Entertainment, Inc. today announced the appointment of Sandra Douglass Morgan to its Board of Directors.",https://finance.yahoo.com/news/caesars-entertainment-inc-appoints-sandra-125500274.html,22-10-2021 12:55,news
76,PDF Download!@ Entertainment Law: Fundamentals and Practice Read ^boo…,"1. WELCOME TO MY SLIDE DOWNLOAD OR READ BEST SELLER BOOK (PAGE 1)
Entertainment Law: Fundamentals and Practice
[PDF] Download Ebooks, Ebooks Download and Read Online, Read Onlline, Epub Ebook KINDLE, PDF Full eBook
BEST SELLER IN 2019-2021
CLICK NEXT PAGE 2. WELCOME TO MY SLIDE DOWNLOAD OR READ BEST SELLER BOOK (PAGE 2)
Entertainment Law: Fundamentals and Practice
BOOK REVIEW
CLICK NEXT PAGE 3. WELCOME TO MY SLIDE DOWNLOAD OR READ BEST SELLER BOOK (PAGE 3)
Entertainment Law: Fundamentals and Practice
BOOK DESCRIPTION
Entertainment Law: Fundamentals and Practice is a comprehensive and unique 'how to' guide covering every
area of entertainment law including fundamental principles, detailed business models, legal foundations, contract
terms, practical advice, and full legal citations for cases and statutes.",https://www.slideshare.net/Rayne543532525/pdf-download-entertainment-law-fundamentals-and-practice-read-book-epub,22-10-2021 03:32,news
77,O'Melveny poaches Manatt entertainment head in Century City,"The O'Melveny & Myers office in Washington, D.C. REUTERS/Andrew KellyThe company and law firm names shown above are generated automatically based on the text of the article. We are improving this feature as we continue to test and develop in beta. We welcome feedback, which you can provide using the feedback tab on the right of the page.(Reuters) - O'Melveny & Meyers announced on Monday that it has tapped veteran entertainment dealmaker Lindsay Conner, former leader of the entertainment group at Manatt, Phelps & Phillips, as a partner in Century City, California.",https://www.reuters.com/legal/legalindustry/omelveny-poaches-manatt-entertainment-head-century-city-2021-10-18/,18-10-2021 21:08,news
78,"Caesars Entertainment, Inc. Appoints Sandra Douglass Morgan to Board of Directors","Caesars Entertainment, Inc. today announced the appointment of Sandra Douglass Morgan to its Board of Directors.

Tweet this


Morgan was appointed chairwoman and executive director of the Nevada Gaming Control board in January of 2019 after serving on the Nevada Gaming Commission.  In her role as chair of Nevada gaming's regulatory agency, Morgan implemented sweeping changes, including ensuring licensees adopted and implemented policies against discrimination and paving the way for cashless wagering at machines and table games, as well as steering the industry through the start of the COVID-19 pandemic.",https://www.prnewswire.com/news-releases/caesars-entertainment-inc-appoints-sandra-douglass-morgan-to-board-of-directors-301406551.html,22-10-2021 12:55,news
79,"Caesars Entertainment, Inc. Appoints Sandra Douglass Morgan to Board of Directors","LAS VEGAS and RENO, Nev., Oct. 22, 2021 /PRNewswire/ -- Caesars Entertainment, Inc. (NASDAQ: CZR) today announced the appointment of Sandra Douglass Morgan to its Board of Directors, effective November 7, 2021, and subject to required regulatory approvals. Morgan, an attorney, is the past chairwoman of the Nevada Gaming Control board and the first African American to serve as chair.'We are delighted to add Sandra Douglass Morgan to the Caesars Entertainment leadership team,' said Gary Carano, Executive Chairman of the Board, Caesars Entertainment.",https://apnews.com/press-release/pr-newswire/business-las-vegas-nevada-reno-board-of-directors-6f7e8065b124c4f379e1c43b7d618a48,22-10-2021 12:56,business
80,Live Nation Entertainment Schedules Third Quarter 2021 Earnings Release And Teleconference,"LOS ANGELES, Oct. 21, 2021 /PRNewswire/ -- Live Nation Entertainment, Inc. (NYSE: LYV), the world's leading live entertainment company, will release its third quarter 2021 financial results after market hours on Thursday, November 4, 2021. Michael Rapino, Live Nation Entertainment's President and Chief Executive Officer, will host a teleconference that day at 2:00 p.m. PT (5:00 p.m. ET) to discuss the company's financial performance, operational outlook, and other forward-looking matters.
A live webcast of the call will be accessible from the ""News / Events"" section of the company's website at investors.",https://www.prnewswire.com/news-releases/live-nation-entertainment-schedules-third-quarter-2021-earnings-release-and-teleconference-301406204.html,21-10-2021 20:23,news
81,"Global Entertainment Robots Market Outlook 2021-2025: Market Sizing, Forecast and Industry Analysis","DUBLIN--(BUSINESS WIRE)--The ""Global Entertainment Robots Market 2021-2025"" report has been added to ResearchAndMarkets.com's offering.

The entertainment robots market is poised to grow by 3976.16 thousand units during 2021-2025, progressing at a CAGR of 12.21% during the forecast period.

This report on the entertainment robots market provides a holistic analysis, market size and forecast, trends, growth drivers, and challenges, as well as key vendor analysis.

The market is driven by the purpose of leisure and STEM Literacy.",http://www.businesswire.com/news/home/20211022005213/en/Global-Entertainment-Robots-Market-Outlook-2021-2025-Market-Sizing-Forecast-and-Industry-Analysis---ResearchAndMarkets.com/?feedref=JjAwJuNHiystnCoBq_hl-Q-tiwWZwkcswR1UZtV7eGe24xL9TZOyQUMS3J72mJlQ7fxFuNFTHSunhvli30RlBNXya2izy9YOgHlBiZQk2LOzmn6JePCpHPCiYGaEx4DL1Rq8pNwkf3AarimpDzQGuQ==,22-10-2021 10:54,tech
82,Gannett Schedules Third Quarter 2021 Results,"Home News Sports Living Arts & Entertainment Local Entertainment Games & Puzzles Movies Music National Entertainment Special Sections Classifieds Obituaries The Job Network Coronavirus News 
 Copyright Business Wire 2021.",https://www.businesswire.com/news/home/20211022005033/en/,22-10-2021 11:32,news
83,"Tencent Music Entertainment Group to Report Third Quarter 2021 Financial Results on November 8, 2021 Eastern Time","SHENZHEN, China, Oct. 18, 2021 /PRNewswire/ -- Tencent Music Entertainment Group (""Tencent Music"", ""TME"", or the ""Company"") (NYSE: TME), the leading online music and audio entertainment platform in China, today announced that it will report its unaudited financial results for the third quarter of 2021 after the U.S. market closes on Monday, November 8, 2021.
Tencent Music's management will hold a conference call on Monday, November 8, 2021, at 8:00 P.M. Eastern Time or 9:00 A.M. Beijing Time on Tuesday, November 9, 2021, to discuss the financial results.",https://www.prnewswire.com/news-releases/tencent-music-entertainment-group-to-report-third-quarter-2021-financial-results-on-november-8-2021-eastern-time-301402025.html,18-10-2021 10:00,news
84,Topgolf Tees Off Construction Of New Venue Serving Durham & Raleigh,"Construction on the new, three-level, 102-bay venue is underway and is projected to open in late summer 2022 in the growing Park on Page development near Research Triangle Park. This will be Topgolf's third entertainment venue in the state of North Carolina, as the company known for its high-tech gaming experience, outdoor hitting bays and renowned food and beverage menu also operates two venues in the Charlotte area.

""We could not be more excited to bring the Topgolf experience to the Durham and Raleigh communities next year,"" said Topgolf Chief Development Officer Chris Callaway.",https://www.prnewswire.com/news-releases/topgolf-tees-off-construction-of-new-venue-serving-durham--raleigh-301405730.html,21-10-2021 13:00,sport
85,"Cary Street Partners Taps Leadership for Summit, New Jersey","Home News Sports Living Arts & Entertainment Local Entertainment Games & Puzzles Movies Music National Entertainment Special Sections Classifieds Obituaries The Job Network Coronavirus News 
 Copyright Business Wire 2021.",https://www.businesswire.com/news/home/20211018005128/en/,18-10-2021 12:02,news
86,Advance Auto Parts Names Gilmore 2021 Vendor of the Year,"Home News Sports Living Arts & Entertainment Local Entertainment Games & Puzzles Movies Music National Entertainment Special Sections Classifieds Obituaries The Job Network Coronavirus News 
 Copyright Business Wire 2021.",https://www.businesswire.com/news/home/20211019006186/en/,19-10-2021 20:51,news
87,ICE Launches Transaction-Based Indices for Residential Mortgage Interest Rates,"Home News Sports Living Arts & Entertainment Local Entertainment Games & Puzzles Movies Music National Entertainment Special Sections Classifieds Obituaries The Job Network Coronavirus News 
 Copyright Business Wire 2021.",https://www.businesswire.com/news/home/20211018005569/en/,18-10-2021 12:33,news
88,KKR Real Estate Finance Trust Inc. to Present at the Moody's Banking Series 2021,Home News Sports Living Arts & Entertainment Local Entertainment Games & Puzzles Movies Music National Entertainment Special Sections Classifieds Obituaries The Job Network Coronavirus News,https://www.businesswire.com/news/home/20211018005971/en/,18-10-2021 20:46,news
89,Hyperion Executes Option Agreement to Acquire Leading Metals Technology Company,"Home News Sports Living Arts & Entertainment Local Entertainment Games & Puzzles Movies Music National Entertainment Special Sections Classifieds Obituaries The Job Network Coronavirus News 
 Copyright Business Wire 2021.",https://www.businesswire.com/news/home/20211021005373/en/,21-10-2021 12:30,news
90,Financial Industry and Payments Veteran Executive Robert Keil Joins Sutton Bank,"Home News Sports Living Arts & Entertainment Local Entertainment Games & Puzzles Movies Music National Entertainment Special Sections Classifieds Obituaries The Job Network Coronavirus News 
 Copyright Business Wire 2021.",https://www.businesswire.com/news/home/20211021006068/en/,21-10-2021 20:36,news
91,Adtalem Global Education Announces First Quarter Fiscal 2022 Conference Call,"Home News Sports Living Arts & Entertainment Local Entertainment Games & Puzzles Movies Music National Entertainment Special Sections Classifieds Obituaries The Job Network Coronavirus News 
 Copyright Business Wire 2021.",https://www.businesswire.com/news/home/20211020006011/en/,20-10-2021 20:05,news
92,Tetra Tech Wins $25 Million USAID Water and Sanitation Contract,"Home News Sports Living Arts & Entertainment Local Entertainment Games & Puzzles Movies Music National Entertainment Special Sections Classifieds Obituaries The Job Network Coronavirus News 
 Copyright Business Wire 2021.",https://www.businesswire.com/news/home/20211019005291/en/,19-10-2021 13:02,news
93,Knight-Swift Transportation Holdings Inc. Announces Results for Third Quarter 2021,Home News Sports Living Arts & Entertainment Local Entertainment Games & Puzzles Movies Music National Entertainment Special Sections Classifieds Obituaries The Job Network Coronavirus News,https://www.businesswire.com/news/home/20211020005051/en/,20-10-2021 13:02,news
94,"Black & Veatch: Food, Beverage Companies Increasingly Eye Sustainability to Improve Operations, Bottom Line","Home News Sports Living Arts & Entertainment Local Entertainment Games & Puzzles Movies Music National Entertainment Special Sections Classifieds Obituaries The Job Network Coronavirus News 
 Copyright Business Wire 2021.",https://www.businesswire.com/news/home/20211019005238/en/,19-10-2021 13:02,news
95,Joan Lamm-Tennant Named Independent Chair of the Equitable Holdings Board of Directors,"Home News Sports Living Arts & Entertainment Local Entertainment Games & Puzzles Movies Music National Entertainment Special Sections Classifieds Obituaries The Job Network Coronavirus News 
 Copyright Business Wire 2021.",https://www.businesswire.com/news/home/20211022005512/en/,22-10-2021 20:31,news
96,"Kinder Morgan Issues 2020 Environmental, Social and Governance Report","Home News Sports Living Arts & Entertainment Local Entertainment Games & Puzzles Movies Music National Entertainment Special Sections Classifieds Obituaries The Job Network Coronavirus News 
 Copyright Business Wire 2021.",https://www.businesswire.com/news/home/20211021005900/en/,21-10-2021 20:30,news
97,"Insperity Third Quarter Earnings Conference Call Monday, November 1","Home News Sports Living Arts & Entertainment Local Entertainment Games & Puzzles Movies Music National Entertainment Special Sections Classifieds Obituaries The Job Network Coronavirus News 
 Copyright Business Wire 2021.",https://www.businesswire.com/news/home/20211021005067/en/,21-10-2021 20:30,news
98,3D at Nexeo Plastics to Offer Polymaker 3D Printing Filaments in North America,"Home News Sports Living Arts & Entertainment Local Entertainment Games & Puzzles Movies Music National Entertainment Special Sections Classifieds Obituaries The Job Network Coronavirus News 
 Copyright Business Wire 2021.",https://www.businesswire.com/news/home/20211020005619/en/,20-10-2021 13:02,news
